-0.6,-88
-0.6,-88
-0.6,-88
0,13.328
36,-9.0015
36,-9.0015
0,13.328
0,13.328
-3.7853,-22.76
-0.6,-88
52.611,3.1089
-0,-33.24
-0,-33.24
-0,-33.24
-0,-33.24
-41.472,22.15
25.205,-1.3572
25.205,-1.3572
-30.252,-20.45
23.183,-2.7453
23.183,-2.7453
23.183,-2.7453
25.205,-1.3572
23.183,-2.7453
24.2,-2.0499
23.844,-1.474
24.88,-2.8307
24.88,-2.8307
23.844,-3.5478
23.844,-3.5478
24.2,-2.0499
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.536,-2.2663
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
23.844,-3.5478
23.844,-3.5478
23.183,-2.7453
23.844,-3.5478
23.183,-2.7453
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
23.183,-2.7453
23.183,-2.7453
23.183,-2.7453
-3.7853,-22.76
36,-9.0015
36,-41.357
-30.387,-20.613
-30.387,-20.613
-30.387,-20.613
-30.252,-20.45
-30.252,-20.45
-30.252,-20.45
-52.611,3.1089
-30.252,-20.45
-52.611,3.1089
-30.252,-20.45
23.183,-2.7453
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.2,-2.0499
23.844,-3.5478
34.128,-17.352
23.844,-3.5478
23.183,-2.7453
24.2,-2.0499
23.183,-2.7453
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
23.183,-2.7453
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
23.183,-2.7453
23.183,-2.7453
24.2,-2.0499
24.2,-2.0499
23.183,-2.7453
24.2,-2.0499
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
25.904,-2.1164
24.88,-2.8307
25.205,-1.3572
25.205,-1.3572
25.205,-1.3572
24.88,-2.8307
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
23.183,-2.7453
23.183,-2.7453
23.183,-2.7453
23.183,-2.7453
23.844,-3.5478
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
23.183,-2.7453
23.183,-2.7453
23.183,-2.7453
23.183,-2.7453
23.183,-2.7453
23.183,-2.7453
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
24.2,-2.0499
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
24.88,-2.8307
24.88,-2.8307
24.2,-2.0499
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
26.914,-1.4071
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
26.198,-2.6643
25.205,-3.362
25.205,-3.362
25.205,-3.362
25.205,-3.362
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
25.205,-3.362
25.205,-3.362
25.205,-3.362
25.205,-3.362
25.205,-3.362
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
24.88,-2.8307
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.904,-2.1164
25.205,-3.362
25.205,-3.362
25.205,-3.362
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
27.177,-1.9711
27.908,-2.7262
27.908,-2.7262
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
27.908,-2.7262
26.914,-3.4414
26.198,-2.6643
26.198,-2.6643
26.198,-2.6643
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
26.914,-3.4414
27.908,-2.7262
26.914,-3.4414
27.908,-2.7262
27.908,-2.7262
27.908,-2.7262
27.908,-2.7262
27.908,-2.7262
